#Scan#,Adduct_library,CAS_Number_library,Charge_library,Compound_Name_library,Compound_Source_library,Data_Collector_library,ExactMass_library,FileScanUniqueID_library,INCHI_AUX_library,INCHI_library,Instrument_library,Ion_Source_library,IonMode_library,LibMZ_library,Library_Class_library,LibraryName_library,LibraryQualityString_library,MassDiff_library,MQScore_library,MZErrorPPM_library,NumberHits_library,Organism_library,PI_library,Precursor_MZ_library,Pubmed_ID_library,RT_Query_library,SharedPeaks_library,Smiles_library,SpecCharge_library,SpecMZ_library,SpectrumFile_library,SpectrumID_library,tags_library,TIC_Query_library,UpdateWorkflowName_library,Adduct_analog,CAS_Number_analog,Charge_analog,Compound_Name_analog,Compound_Source_analog,Data_Collector_analog,ExactMass_analog,FileScanUniqueID_analog,INCHI_analog,INCHI_AUX_analog,Instrument_analog,internalFilename_analog,Ion_Source_analog,IonMode_analog,LibMZ_analog,Library_Class_analog,LibraryName_analog,LibraryQualityString_analog,MassDiff_analog,MQScore_analog,MZErrorPPM_analog,NumberHits_analog,Organism_analog,PI_analog,Precursor_MZ_analog,Pubmed_ID_analog,RT_Query_analog,SharedPeaks_analog,Smiles_analog,SpecCharge_analog,SpecMZ_analog,SpectrumFile_analog,SpectrumID_analog,tags_analog,TIC_Query_analog,UpdateWorkflowName_analog,inchi_combined
379,M+H,123784,1,D-erythro-C18-Sphingosine,Isolated,NIST,0,spectra/specs_ms.mgf379,N/A,N/A,HCD,ESI,Positive,300.29,3,lib-00036.mgf,Bronze,0.000793457,0.863781,2.6423,1,NIST14,NIST,300.29,N/A,0,7,N/A,1,300.289,spectra/specs_ms.mgf,CCMSLIB00000324154,NA,304228,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,123784,1,D-erythro-C18-Sphingosine,Isolated,NIST,0,spectra/specs_ms.mgf379,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,300.29,3,lib-00036.mgf,Bronze,0.000793457,0.863781,2.6423,1,NIST14,NIST,300.29,N/A,0,7,N/A,1,300.289,specs_ms.mgf,CCMSLIB00000324154,NA,304228,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
385,M+H,n/a,1,sphinganine related molecules,Commercial,lfnothias,301.298,spectra/specs_ms.mgf385,N/A,n/a,qTof,LC-ESI,Positive,302.305,1,lib-00036.mgf,Gold,0.000183105,0.841206,0.605698,1,GNPS-COLLECTIONS-MISC,Dorrestein/Wu,302.305,n/a,0,7,NA,1,302.305,spectra/specs_ms.mgf,CCMSLIB00001058181,NA,935514,UPDATE-SINGLE-ANNOTATED-GOLD,M+H,6918485,1,Heptadecasphing-4-enine,Isolated,NIST,0,spectra/specs_ms.mgf385,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,286.274,3,lib-00036.mgf,Bronze,16.0308,0.901623,55998.2,1,NIST14,NIST,286.274,N/A,0,8,N/A,1,302.305,specs_ms.mgf,CCMSLIB00000319726,NA,935514,UPDATE-SINGLE-ANNOTATED-BRONZE,n/a
414,M+H,85687,1,Spectral Match to Benzyl butyl phthalate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf414,N/A,N/A,HCD,ESI,Positive,313.143,3,lib-00032.mgf,Bronze,0.00241089,0.865447,7.699,1,GNPS-NIST14-MATCHES,Data from System Wide MS course,313.143,N/A,0,4,N/A,1,313.141,spectra/specs_ms.mgf,CCMSLIB00003136331,NA,778761,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,85687,1,Spectral Match to Benzyl butyl phthalate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf414,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,313.143,3,lib-00036.mgf,Bronze,0.00241089,0.865447,7.699,1,GNPS-NIST14-MATCHES,Data from System Wide MS course,313.143,N/A,0,4,N/A,1,313.141,specs_ms.mgf,CCMSLIB00003136331,NA,778761,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
429,M+H-H2O,112867,1,cis-13-Docosenoic acid,Isolated,NIST,0,spectra/specs_ms.mgf429,N/A,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-",HCD,ESI,Positive,321.315,3,lib-00052.mgf,Bronze,0.000183105,0.844479,0.569862,1,NIST17,NIST,321.315,N/A,0,10,CCCCCCCCC=CCCCCCCCCCCCC(=O)O,1,321.315,spectra/specs_ms.mgf,CCMSLIB00003721897,NA,136364,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H-H2O,503060,1,Phytomonic acid,Isolated,NIST,0,spectra/specs_ms.mgf429,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,279.268,3,lib-00036.mgf,Bronze,42.047,0.91508,150561,1,NIST14,NIST,279.268,N/A,0,9,N/A,1,321.315,specs_ms.mgf,CCMSLIB00000323878,NA,136364,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C22H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h9-10H,2-8,11-21H2,1H3,(H,23,24)/b10-9-"
433,[M+H]+,N/A,1,MoNA:904060 phosphoric acid triphenyl ester,isolated,MoNA,0,spectra/specs_ms.mgf433,N/A,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",LC-ESI-QFT,LC-ESI-QFT,NA,327.078,3,lib-00036.mgf,Bronze,0.00259399,0.908216,7.93081,1,MONA,MoNA,327.078,N/A,0,14,N/A,1,327.081,spectra/specs_ms.mgf,CCMSLIB00000568948,NA,564475,UPDATE-SINGLE-ANNOTATED-BRONZE,[M+H]+,N/A,1,MoNA:904060 phosphoric acid triphenyl ester,isolated,MoNA,0,spectra/specs_ms.mgf433,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H",N/A,LC-ESI-QFT,specs_ms.mgf,LC-ESI-QFT,NA,327.078,3,lib-00036.mgf,Bronze,0.00259399,0.908216,7.93081,1,MONA,MoNA,327.078,N/A,0,14,N/A,1,327.081,specs_ms.mgf,CCMSLIB00000568948,NA,564475,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C18H15O4P/c19-23(20-16-10-4-1-5-11-16,21-17-12-6-2-7-13-17)22-18-14-8-3-9-15-18/h1-15H"
434,M+H,1843056,1,Octabenzone,Isolated,NIST,0,spectra/specs_ms.mgf434,N/A,N/A,HCD,ESI,Positive,327.195,3,lib-00036.mgf,Bronze,0.00390625,0.777819,11.9386,1,NIST14,NIST,327.195,N/A,0,5,N/A,1,327.199,spectra/specs_ms.mgf,CCMSLIB00000300784,NA,1987720,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,4792158,1,Pentaethylene glycol,Isolated,NIST,0,spectra/specs_ms.mgf434,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2",N/A,HCD,specs_ms.mgf,ESI,Positive,239.149,3,lib-00052.mgf,Bronze,88.05,0.971201,368181,1,NIST17,NIST,239.149,N/A,0,7,C(COCCOCCOCCOCCO)O,1,327.199,specs_ms.mgf,CCMSLIB00003440922,NA,1987720,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C10H22O6/c11-1-3-13-5-7-15-9-10-16-8-6-14-4-2-12/h11-12H,1-10H2"
443,M+NH4,25597335,1,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",Isolated,Data deposited by mjmeehan,0,spectra/specs_ms.mgf443,N/A,N/A,QqQ,ESI,Positive,332.279,3,lib-00036.mgf,Bronze,0.000396729,0.974657,1.19396,1,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,332.279,N/A,0,9,N/A,1,332.279,spectra/specs_ms.mgf,CCMSLIB00003135619,NA,1496070,UPDATE-SINGLE-ANNOTATED-BRONZE,M+NH4,25597335,1,"Spectral Match to Decynediol, tetramethyl, di(2-hydroxyethyl) ether from NIST14",Isolated,Data deposited by mjmeehan,0,spectra/specs_ms.mgf443,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,332.279,3,lib-00036.mgf,Bronze,0.000396729,0.974657,1.19396,1,GNPS-NIST14-MATCHES,Data from Gabriel Haddad,332.279,N/A,0,9,N/A,1,332.279,specs_ms.mgf,CCMSLIB00003135619,NA,1496070,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
445,Cat,16287711,1,Spectral Match to Benzyltetradecyldimethylammonium from NIST14,Isolated,Data deposited by lfnothias,0,spectra/specs_ms.mgf445,N/A,N/A,QqQ,ESI,Positive,332.331,3,lib-00032.mgf,Bronze,0,0.83798,0,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,332.331,N/A,0,4,N/A,1,332.331,spectra/specs_ms.mgf,CCMSLIB00003137209,NA,7056990,UPDATE-SINGLE-ANNOTATED-BRONZE,Cat,10328355,1,Spectral Match to Benzyldodecyldimethylammonium from NIST14,Isolated,Data deposited by marjo,0,spectra/specs_ms.mgf445,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,304.301,3,lib-00036.mgf,Bronze,28.03,0.845942,92112.7,1,GNPS-NIST14-MATCHES,Data from Maria Maansson,304.301,N/A,0,4,N/A,1,332.331,specs_ms.mgf,CCMSLIB00003136025,NA,7056990,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
455,M+H,112845,1,"Spectral Match to 13-Docosenamide, (Z)- from NIST14",Isolated,Data deposited by rsilva,0,spectra/specs_ms.mgf455,N/A,N/A,QqQ,ESI,Positive,338.341,3,lib-00036.mgf,Bronze,0.000610352,0.869504,1.80395,1,GNPS-NIST14-MATCHES,Data from Rob Knight,338.341,N/A,0,9,N/A,1,338.342,spectra/specs_ms.mgf,CCMSLIB00003136541,NA,86673.4,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H-H2O,28063425,1,Monoerucin,Isolated,NIST,0,spectra/specs_ms.mgf455,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,395.352,3,lib-00048.mgf,Bronze,57.0104,0.909396,144202,1,NIST14,NIST,395.352,N/A,0,11,N/A,1,338.342,specs_ms.mgf,CCMSLIB00000296646,NA,86673.4,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
456,M+H,702638844,1,Spectral Match to N-Cyclohexanecarbonylpentadecylamine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf456,N/A,N/A,HCD,ESI,Positive,338.341,3,lib-00032.mgf,Bronze,0.000610352,0.919771,1.80395,1,GNPS-NIST14-MATCHES,Data from James McKerrow,338.341,N/A,0,9,N/A,1,338.342,spectra/specs_ms.mgf,CCMSLIB00003136680,NA,122899,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,702638844,1,Spectral Match to N-Cyclohexanecarbonylpentadecylamine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf456,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,338.341,3,lib-00036.mgf,Bronze,0.000610352,0.919771,1.80395,1,GNPS-NIST14-MATCHES,Data from James McKerrow,338.341,N/A,0,9,N/A,1,338.342,specs_ms.mgf,CCMSLIB00003136680,NA,122899,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
457,M+H,702638844,1,Spectral Match to N-Cyclohexanecarbonylpentadecylamine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf457,N/A,N/A,HCD,ESI,Positive,338.341,3,lib-00032.mgf,Bronze,0.000610352,0.881426,1.80395,1,GNPS-NIST14-MATCHES,Data from James McKerrow,338.341,N/A,0,9,N/A,1,338.342,spectra/specs_ms.mgf,CCMSLIB00003136680,NA,791088,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,702638844,1,Spectral Match to N-Cyclohexanecarbonylpentadecylamine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf457,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,338.341,3,lib-00036.mgf,Bronze,0.000610352,0.881426,1.80395,1,GNPS-NIST14-MATCHES,Data from James McKerrow,338.341,N/A,0,9,N/A,1,338.342,specs_ms.mgf,CCMSLIB00003136680,NA,791088,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
472,M+H-H2O,871826470,1,"10(S),17(S)-DiHDoHE",Isolated,NIST,0,spectra/specs_ms.mgf472,N/A,N/A,HCD,ESI,Positive,343.227,3,lib-00048.mgf,Bronze,0.00131226,0.729013,3.82329,1,NIST14,NIST,343.227,N/A,0,6,N/A,1,343.225,spectra/specs_ms.mgf,CCMSLIB00000242547,NA,115781,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H-H2O,143656182,1,Prostaglandin F2.alpha. alcohol methyl ether,Isolated,NIST,0,spectra/specs_ms.mgf472,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,337.274,3,lib-00036.mgf,Bronze,5.95151,0.814975,17645.9,1,NIST14,NIST,337.274,N/A,0,6,N/A,1,343.225,specs_ms.mgf,CCMSLIB00000325253,NA,115781,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
475,M+H,NA,1,CocamidoprpylBetaine,Lysate,AMelnik,342.288,spectra/specs_ms.mgf475,NA,N/A,qTof,LC-ESI,Positive,343.3,3,lib-00013.mgf,Bronze,0.00408936,0.972777,11.9119,1,GNPS-LIBRARY,PDorrestein,343.3,NA,0,5,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],1,343.296,spectra/specs_ms.mgf,CCMSLIB00000579927,NA,2200290,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,NA,1,CocamidoprpylBetaine,Lysate,AMelnik,342.288,spectra/specs_ms.mgf475,N/A,NA,qTof,specs_ms.mgf,LC-ESI,Positive,343.3,3,lib-00036.mgf,Bronze,0.00408936,0.972777,11.9119,1,GNPS-LIBRARY,PDorrestein,343.3,NA,0,5,CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)[O-],1,343.296,specs_ms.mgf,CCMSLIB00000579927,NA,2200290,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
633,M+H,3386183,1,Spectral Match to Nonaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf633,N/A,N/A,QqQ,ESI,Positive,415.254,3,lib-00036.mgf,Bronze,0.00460815,0.973594,11.0972,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,415.254,N/A,0,11,N/A,1,415.249,spectra/specs_ms.mgf,CCMSLIB00003137287,NA,1517730,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,3386183,1,Spectral Match to Nonaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf633,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,415.254,3,lib-00036.mgf,Bronze,0.00460815,0.973594,11.0972,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,415.254,N/A,0,11,N/A,1,415.249,specs_ms.mgf,CCMSLIB00003137287,NA,1517730,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
647,M+Na,78513,1,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf647,N/A,N/A,HCD,ESI,Positive,421.233,3,lib-00036.mgf,Bronze,0.00210571,0.995152,4.99893,1,GNPS-NIST14-MATCHES,Data from Nediljko Budisa,421.233,N/A,0,12,N/A,1,421.235,spectra/specs_ms.mgf,CCMSLIB00003139119,NA,9227600,UPDATE-SINGLE-ANNOTATED-BRONZE,M+Na,78513,1,Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf647,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,421.233,3,lib-00036.mgf,Bronze,0.00210571,0.995152,4.99893,1,GNPS-NIST14-MATCHES,Data from Nediljko Budisa,421.233,N/A,0,12,N/A,1,421.235,specs_ms.mgf,CCMSLIB00003139119,NA,9227600,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
669,M+H,NA,0,Sorbitane Monostearate - Polysorbate 60 in-source fragment,Lysate,AMelnik,0,spectra/specs_ms.mgf669,NA,N/A,qTof,LC-ESI,Positive,430.38,3,lib-00036.mgf,Bronze,0.00930786,0.76659,21.6271,1,GNPS-LIBRARY,PDorretein,430.38,NA,0,4,CCCCCCCCCCCCCCCCCC(=O)OCC(C1C(C(CO1)O)O)O,1,430.389,spectra/specs_ms.mgf,CCMSLIB00000577481,NA,1366350,UPDATE-SINGLE-ANNOTATED-BRONZE,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A
697,Cat,64381982,1,Rhodamine B cation,Isolated,NIST,0,spectra/specs_ms.mgf697,N/A,"InChI=1S/C28H30N2O3/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32/h9-18H,5-8H2,1-4H3/p+1",HCD,ESI,Positive,443.233,3,lib-00052.mgf,Bronze,0.00610352,0.911487,13.7704,1,NIST17,NIST,443.233,N/A,0,6,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O,1,443.239,spectra/specs_ms.mgf,CCMSLIB00003659037,NA,5231090,UPDATE-SINGLE-ANNOTATED-BRONZE,Cat,64381982,1,Rhodamine B cation,Isolated,NIST,0,spectra/specs_ms.mgf697,"InChI=1S/C28H30N2O3/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32/h9-18H,5-8H2,1-4H3/p+1",N/A,HCD,specs_ms.mgf,ESI,Positive,443.233,3,lib-00052.mgf,Bronze,0.00610352,0.911487,13.7704,1,NIST17,NIST,443.233,N/A,0,6,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O,1,443.239,specs_ms.mgf,CCMSLIB00003659037,NA,5231090,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C28H30N2O3/c1-5-29(6-2)19-13-15-23-25(17-19)33-26-18-20(30(7-3)8-4)14-16-24(26)27(23)21-11-9-10-12-22(21)28(31)32/h9-18H,5-8H2,1-4H3/p+1"
720,M+H,53862354,1,Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14,Isolated,Data deposited by alchemistmatt,0,spectra/specs_ms.mgf720,N/A,N/A,HCD,ESI,Positive,454.291,3,lib-00032.mgf,Bronze,0.00241089,0.93992,5.30693,1,GNPS-NIST14-MATCHES,Data from Katrina Waters;Yoshihiro Kawaoka;Michael Diamond;Richard Smith;Thomas Metz,454.291,N/A,0,11,N/A,1,454.293,spectra/specs_ms.mgf,CCMSLIB00003134881,NA,7187700,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,89576294,1,Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf720,N/A,N/A,QqIT,specs_ms.mgf,ESI,Positive,480.308,3,lib-00036.mgf,Bronze,26.0146,0.950926,54162.4,1,GNPS-NIST14-MATCHES,Data from PDorrestein,480.308,N/A,0,13,N/A,1,454.293,specs_ms.mgf,CCMSLIB00003137869,NA,7187700,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
731,M+H,5579668,1,Spectral Match to Decaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf731,N/A,N/A,QqQ,ESI,Positive,459.28,3,lib-00032.mgf,Bronze,0.00268555,0.957518,5.8473,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,459.28,N/A,0,5,N/A,1,459.277,spectra/specs_ms.mgf,CCMSLIB00003135910,NA,1529520,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,3386183,1,Spectral Match to Nonaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf731,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,415.254,3,lib-00036.mgf,Bronze,44.0233,0.97467,106015,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,415.254,N/A,0,9,N/A,1,459.277,specs_ms.mgf,CCMSLIB00003135822,NA,1529520,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
779,M+H,52691620,1,Spectral Match to 1-Hexadecyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf779,N/A,N/A,QqIT,ESI,Positive,482.36,3,lib-00032.mgf,Bronze,0.000915527,0.978302,1.89802,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,482.36,N/A,0,6,N/A,1,482.361,spectra/specs_ms.mgf,CCMSLIB00003134553,NA,921203,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,52691620,1,Spectral Match to 1-Hexadecyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf779,N/A,N/A,QqIT,specs_ms.mgf,ESI,Positive,482.36,3,lib-00036.mgf,Bronze,0.000915527,0.978302,1.89802,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,482.36,N/A,0,6,N/A,1,482.361,specs_ms.mgf,CCMSLIB00003134553,NA,921203,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
788,M+H,326495-22-1,1,2-hydroxy-3-(2-hydroxyacetoxy)propyl palmitate,Commercial,C-TAC,506.262,spectra/specs_ms.mgf788,NA,N/A,qTof,LC-ESI,Positive,485.287,3,lib-00013.mgf,Bronze,0.00152588,0.748351,3.14428,1,GNPS-LIBRARY,O Laprevote,485.287,NA,0,9,NA,1,485.289,spectra/specs_ms.mgf,CCMSLIB00005436330,NA,18458300,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,N/A,1,PE(16:0/0:0); [M+H]+ C21H45N1O7P1,Commercial,Thomas Metz,0,spectra/specs_ms.mgf788,N/A,N/A,HCD; Velos,specs_ms.mgf,LC-ESI,Positive,453.286,1,lib-00023.mgf,Gold,32.0025,0.882779,70601.1,1,PNNL-LIPIDS-POSITIVE,Thomas Metz,453.286,N/A,0,8,N/A,1,485.289,specs_ms.mgf,CCMSLIB00003133243,NA,18458300,UPDATE-SINGLE-ANNOTATED-GOLD,N/A
807,M+H,17364168,1,Spectral Match to Lyso-PC(16:0) from NIST14,Isolated,Data deposited by amelnik,0,spectra/specs_ms.mgf807,N/A,N/A,Q-TOF,ESI,Positive,496.34,3,lib-00032.mgf,Bronze,0,0.985236,0,1,GNPS-NIST14-MATCHES,Data from P.Dorrestein,496.34,N/A,0,11,N/A,1,496.34,spectra/specs_ms.mgf,CCMSLIB00003136631,NA,2783770,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,50930239,1,Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf807,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,510.355,3,lib-00036.mgf,Bronze,14.015,0.990099,27461.3,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,510.355,N/A,0,10,N/A,1,496.34,specs_ms.mgf,CCMSLIB00003137406,NA,2783770,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
821,M+H,6809707,1,Spectral Match to Undecaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf821,N/A,N/A,QqQ,ESI,Positive,503.306,3,lib-00032.mgf,Bronze,0.00219727,0.941597,4.36567,1,GNPS-NIST14-MATCHES,Data from James McKerrow,503.306,N/A,0,7,N/A,1,503.304,spectra/specs_ms.mgf,CCMSLIB00003138415,NA,657144,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,3386183,1,Spectral Match to Nonaethylene glycol from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf821,N/A,N/A,QqQ,specs_ms.mgf,ESI,Positive,415.254,3,lib-00036.mgf,Bronze,88.0498,0.959738,212038,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,415.254,N/A,0,10,N/A,1,503.304,specs_ms.mgf,CCMSLIB00003135822,NA,657144,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
864,M+H,74389687,1,1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine,Isolated,NIST,0,spectra/specs_ms.mgf864,N/A,"InChI=1S/C26H54NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-31-23-26(34-25(2)28)24-33-35(29,30)32-22-20-27(3,4)5/h26H,6-24H2,1-5H3/t26-/m1/s1",HCD,ESI,Positive,524.371,3,lib-00052.mgf,Bronze,0.00109863,0.977664,2.09514,1,NIST17,NIST,524.371,N/A,0,5,CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)C,1,524.37,spectra/specs_ms.mgf,CCMSLIB00003500812,NA,9927900,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,60793013,1,Spectral Match to HEPC from NIST14,Isolated,Data deposited by daniel,0,spectra/specs_ms.mgf864,N/A,N/A,HCD,specs_ms.mgf,ESI,Positive,482.324,3,lib-00036.mgf,Bronze,42.046,0.991107,87173.7,1,GNPS-NIST14-MATCHES,Data from Pieter Dorrestein,482.324,N/A,0,9,N/A,1,524.37,specs_ms.mgf,CCMSLIB00003134569,NA,9927900,UPDATE-SINGLE-ANNOTATED-BRONZE,"InChI=1S/C26H54NO7P/c1-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21-31-23-26(34-25(2)28)24-33-35(29,30)32-22-20-27(3,4)5/h26H,6-24H2,1-5H3/t26-/m1/s1"
880,M+H,NA,0,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,Crude,lfnothias,0,spectra/specs_ms.mgf880,NA,N/A,Orbitrap,LC-ESI,Positive,536.165,3,lib-00013.mgf,Bronze,0.000610352,0.912107,1.13837,1,GNPS-LIBRARY,Dorrestein,536.165,NA,0,14,NA,1,536.166,spectra/specs_ms.mgf,CCMSLIB00005436264,NA,3390100,UPDATE-SINGLE-ANNOTATED-BRONZE,M+H,NA,0,Contaminants septum vial Thermo C4000-53 and C4000-54 serie,Crude,lfnothias,0,spectra/specs_ms.mgf880,N/A,NA,Orbitrap,specs_ms.mgf,LC-ESI,Positive,536.165,3,lib-00013.mgf,Bronze,0.000610352,0.912107,1.13837,1,GNPS-LIBRARY,Dorrestein,536.165,NA,0,14,NA,1,536.166,specs_ms.mgf,CCMSLIB00005436264,NA,3390100,UPDATE-SINGLE-ANNOTATED-BRONZE,N/A
