feature_number,mz,RT,C,H,O,N,S,P,Cl,Br,B,Se,I,H/C,O/C,N/C,AI-mod,DBE,DBE/C,Formula,ZodiacScore,Exp2_MediaBlank_A_DOM_I,Exp2_MediaBlank_A_DOM_II,Exp2_MediaBlank_A_Unfil_I,Exp2_MediaBlank_A_Unfil_II,Exp2_Pn-delicatissima_A_DOM_I,Exp2_Pn-delicatissima_A_DOM_II,Exp2_Pn-delicatissima_A_Unfil_I,Exp2_Pn-delicatissima_A_Unfil_II,Exp2_Pn-delicatissima_B_DOM_I,Exp2_Pn-delicatissima_B_DOM_II,Exp2_Pn-delicatissima_B_Unfil_I,Exp2_Pn-delicatissima_B_Unfil_II,Exp2_Pn-galaxiae_A_DOM_I,Exp2_Pn-galaxiae_A_DOM_II,Exp2_Pn-galaxiae_A_Unfil_I,Exp2_Pn-galaxiae_A_Unfil_II,Exp2_Pn-galaxiae_B_DOM_I,Exp2_Pn-galaxiae_B_DOM_II,Exp2_Pn-galaxiae_B_Unfil_I,Exp2_Pn-galaxiae_B_Unfil_II,Exp2_Pn-hasleana_A_DOM_I,Exp2_Pn-hasleana_A_DOM_II,Exp2_Pn-hasleana_A_Unfil_I,Exp2_Pn-hasleana_A_Unfil_II,Exp2_Pn-hasleana_B_DOM_I,Exp2_Pn-hasleana_B_DOM_II,Exp2_Pn-hasleana_B_Unfil_I,Exp2_Pn-hasleana_B_Unfil_II,Exp2_Pn-multiseries_A_DOM_I,Exp2_Pn-multiseries_A_DOM_II,Exp2_Pn-multiseries_A_Unfil_I,Exp2_Pn-multiseries_A_Unfil_II,Exp2_Pn-multiseries_B_DOM_I,Exp2_Pn-multiseries_B_DOM_II,Exp2_Pn-multiseries_B_Unfil_I,Exp2_Pn-multiseries_B_Unfil_II,Exp2_Pn-subpacifica_A_DOM_I,Exp2_Pn-subpacifica_A_DOM_II,Exp2_Pn-subpacifica_A_Unfil_I,Exp2_Pn-subpacifica_A_Unfil_II,Exp2_Pn-subpacifica_B_DOM_I,Exp2_Pn-subpacifica_B_DOM_II,Exp2_Pn-subpacifica_B_Unfil_I,Exp2_Pn-subpacifica_B_Unfil_II
760,473.3452063,10.81979737,25,46,3,4,0,0,0,0,0,0,0,1.84,0.12,0.16,0.076923077,5,0.2,C25H46N4O3,0.999499499,4543943.813,4724322.657,688970.863,6443848.352000001,7226552.995,7293561.4120000005,11300000,22800000,4763365.618,6568185.591,9268440.639,7495907.863,4857304.803,3640707.8389999997,7476432.156,8559604.908,4643708.053,4346097.2530000005,8153649.5139999995,14600000,11700000,5168304.965,28300000,14800000,4702713.462,2888001.602,17000000,20600000,25000000,16700000,29800000,361845.7324,3041815.139,3309745.165,6361496.512,648977.668,357836.2471,62100000,57400000,64400000,6644008.337,9056898.123,9571440.109,12900000
780,482.405342,11.05046708,23,53,6,4,0,0,0,0,0,0,0,2.304347826,0.260869565,0.173913043,0,-0.5,-0.02173913,C23H53N4O6,1,5757568.021000001,5158627.657,7027744.3379999995,6807537.613,12200000,13100000,11900000,42000000,12200000,14000000,17900000,18000000,13700000,10800000,12000000,11000000,11800000,6777308.496,11200000,12600000,12800000,10000000,3743755.0689999997,10700000,4785315.74,3596285.903,25400000,26200000,51700000,34400000,50800000,64800000,8918360.726,11600000,16300000,828034.6164,77000000,100000000,79500000,69900000,13600000,18900000,16400000,21000000
788,485.2884634,10.5338576,22,45,9,0,0,1,0,0,0,0,0,2.045454545,0.409090909,0,0,1,0.045454545,C22H45O9P,1,1567041.145,1607895.785,2098096.019,1709281.091,5341112.828,1719262.545,12300000,28200000,4783285.373,1708443.655,14300000,12300000,5286594.588,811210.5069,30400000,3669145.043,2791449.563,4791644.831,12200000,9000432.947,1501178.915,1423966.876,41400000,71800000,6887144.05,5952542.712,33100000,66600000,6819216.8270000005,3419415.0130000003,16500000,15400000,2330274.829,4794900.502,17500000,1125896.203,2537345.841,2377202.345,8934273.964,904688.7533,737833.484,1465215.267,428993.5753,5815173.621
789,485.3371694,10.67614112,18,44,7,8,0,0,0,0,0,0,0,2.444444444,0.388888889,0.444444444,0,1,0.055555556,C18H44N8O7,0.986786787,120085.0187,153373.3371,225228.6733,378268.0889,660052.0144,897074.833,347934.6955,607981.7057,1275669.972,1179712.4109999998,376994.3585,200869.9635,1078592.48,1051288.34,856784.2689,288658.6586,906948.1702,587104.1255,1292666.46,650474.3486,421446.7661,832830.5703,749642.8195,352799.3117,1316701.1090000002,1249718.384,478194.0431,1385665.126,954893.5097,507881.3587,726071.5195,1078001.78,245115.1064,463966.7761,792571.0954,12195.80118,836669.5295,355055.3891,995587.9464,1177887.628,1491446.273,1871209.689,1975894.129,2553271.405
791,487.3623389,11.03553975,23,46,5,6,0,0,0,0,0,0,0,2,0.217391304,0.260869565,0,4,0.173913043,C23H46N6O5,0.982382382,416801.7649,313610.1628,262436.7133,272964.235,1148032.075,1099308.761,302626.6479,12700000,950585.7838,1148211.758,6578240.007,4409461.011,1778773.283,521280.5805,2667150.317,1805768.254,1367241.0580000002,598463.009,3744682.9710000004,2108033.565,1536417.639,810098.0465,1102614.3909999998,3827979.6980000003,284085.7289,586550.7075,5546063.5770000005,11700000,305367.4307,4519605.786,10600000,15900000,609259.5362,916004.64,2440456.751,174550.62600000002,12400000,13700000,16600000,16900000,1558096.4340000001,1698114.99,2640867.606,2669293.988
801,492.3012345,3.795509728,21,41,8,5,0,0,0,0,0,0,0,1.952380952,0.380952381,0.238095238,0,4,0.19047619,C21H41N5O8,0.9998999,1685423.2130000002,1267252.182,1592085.666,2439895.998,26100000,22700000,14200000,18700000,26400000,32900000,19800000,25400000,16800000,19900000,13300000,11300000,1648845.409,1074640.615,21400000,15900000,1089089.518,352476.3093,608832.3774,432273.9215,18600000,15000000,1410481.3,842382.5698,4394776.058999999,4406161.198,2256890.417,2374567.145,2826164.494,3522438.108,691258.1952,40112.91983,14200000,17200000,16300000,15800000,14300000,18400000,15300000,18200000
807,496.3400379,10.20716835,24,50,7,1,0,1,0,0,0,0,0,2.083333333,0.291666667,0.041666667,0,1,0.041666667,C24H50NO7P,1,1110235.79,601704.8278,559845.621,468449.9625,364998.7776,569184.7273,141000000,144000000,541077.1086,356286.0208,165000000,186000000,799272.9709,301067.6701,27900000,2670010.137,1312619.203,637387.4097,55000000,35900000,838203.2161,1342081.388,129000000,184000000,474324.0386,490625.0235,110000000,190000000,579371.8906,491763.292,64200000,86000000,312500.0699,974259.0278,81100000,5705066.342999999,289777.9643,1428403.3469999998,3063628.914,2666945.864,813044.5624,978041.9492,3096772.564,3228022.555
864,524.3700088,10.72023103,26,54,7,1,0,1,0,0,0,0,0,2.076923077,0.269230769,0.038461538,0,1,0.038461538,C26H54NO7P,1,40472.4721,26832.68133,0,35876.58334,387682.802,770228.7631,855204.0843,1268633,531931.2308,1274561.446,296187.3278,1999899.06,582399.726,224341.0875,1402216.95,141127.8617,1318506.956,697873.4151,517283.6362,558256.1783,541707.3153,274530.7481,4545356.942,7787859.382,722555.036,808892.1901,3626817.106,7725224.285,704928.5548,452694.3334,1349956.9,7546688.496,454461.9763,206984.7444,5178149.166999999,433561.8109,1354868.707,361241.5472,413816.7052,834113.9377,2799090.693,1852734.407,255094.2686,1809316.81
868,526.2695198,10.96033203,25,45,6,1,0,0,2,0,0,0,0,1.8,0.24,0.04,0.023809524,4,0.16,C25H45Cl2NO6,0.9998999,0,0,0,0,12543.652109999999,36476.99255,18677.40966,21560.23192,24690.65811,12623.404270000001,0,235894.8781,0,0,43266.722630000004,24612.055819999998,0,6244.809285,130086.9505,69335.14762999999,0,0,0,0,0,45542.152160000005,0,61650.82161,0,0,26073.83894,0,3159.679381,6394.311818,0,0,0,0,0,0,0,0,0,0
884,537.8783406,10.53870831,11,10,15,0,0,5,0,0,0,0,0,0.909090909,1.363636364,0,0,9.5,0.863636364,C11H10O15P5,1,31972.14713,0,27961.08905,0,3110110.817,4692846.896000001,1992377.121,4800361.791999999,5909683.933999999,6473105.266,1966357.539,1221756.9109999998,3790140.8419999997,3122390.91,1723103.4980000001,1913185.481,8513822.913999999,4790023.373,6065495.965,7358996.503,5608373.8610000005,3294565.7180000003,2140835.518,2847645.172,5886812.494,5107164.561000001,8252569.086,8786800.839,4022096.5810000002,3281506.8310000002,6198765.914,8908780.134,2325423.901,2395426.06,2811005.7010000004,112099.0004,16300000,14500000,14200000,13800000,17100000,19100000,23700000,28600000
930,570.2969651,10.95094532,27,49,7,1,0,0,2,0,0,0,0,1.814814815,0.259259259,0.037037037,0,4,0.148148148,C27H49Cl2NO7,0.999199199,0,0,0,0,0,0,0,0,0,0,0,208824.7675,0,0,0,4759.212152,0,33545.09495,0,0,0,0,0,44501.22754,0,0,0,0,0,0,0,0,0,0,11195.24292,0,0,0,0,0,0,0,0,0
1180,166.0864305,1.456997547,9,11,2,1,0,0,0,0,0,0,0,1.222222222,0.222222222,0.111111111,0.5,5,0.555555556,C9H11NO2,1,4190389.63,4905841.676,4363958.291999999,5998140.987000001,65000000,75700000,1900000000,1960000000,32000000,35800000,1880000000,1940000000,29800000,28500000,1010000000,1040000000,137000000,130000000,1270000000,1230000000,228000000,194000000,1690000000,1700000000,77600000,74000000,1780000000,1570000000,5351834.226,5971589.399,56200000,56200000,5281693.652,6202015.295,63800000,3233783.6489999997,4450199.29,5323302.202,49800000,44500000,5392613.778,4590939.475,44700000,45800000
1183,167.0895761,0.645632723,9,12,2,1,0,0,0,0,0,0,0,1.333333333,0.222222222,0.111111111,0.428571429,4.5,0.5,C9H12NO2,1,774269.642,792415.3918,497704.559,693950.4955,5958373.118,5959687.382999999,10400000,7172193.686000001,8554066.122000001,7344882.074,6857435.1389999995,10500000,12000000,8831452.822,5462411.4629999995,8263420.515,6545043.4860000005,7938399.78,4306263.204,4552024.573,7773274.418,6965976.363,3826587.022,3297229.67,10400000,7853928.762,3291308.856,3107072.349,8281149.217,7835814.539,7812622.09,7828159.7979999995,13000000,6293447.445,13900000,2956120.095,8098755.185,5412564.48,9441328.428,7038026.223999999,7603039.034,7686959.9520000005,11300000,6572983.909
1184,167.0888724,0.85893416,9,12,2,1,0,0,0,0,0,0,0,1.333333333,0.222222222,0.111111111,0.428571429,4.5,0.5,C9H12NO2,1,245102.5106,771441.271,301285.3724,377158.3605,2194145.895,2791213.506,3172139.943,2376105.212,2034217.218,2524813.641,2034808.7280000001,2741119.8019999997,3357564.512,2742068.352,2321872.6659999997,2442214.88,1642624.003,2320508.9590000003,6179795.525,9892641.915,3150863.413,2140191.19,4014059.905,4281164.407,3167972.772,2976286.05,4279734.149,8465021.981,2751787.055,2074980.98,2382433.329,2185272.223,3852092.863,2827288.1410000003,3835123.378,459323.1322,2219569.4480000003,2563315.826,2282258.113,1129792.699,1778459.0869999998,1698499.504,2617453.288,2151952.4159999997
1193,173.1325542,11.3110465,13,16,0,0,0,0,0,0,0,0,0,1.230769231,0,0,0.461538462,6,0.461538462,C13H16,1,319155.416,446738.7718,360344.041,255368.6978,1946795.131,131824.3112,277366.9744,1131225.745,608115.7797,900834.3845,861124.0336,317351.7599,293248.9771,218283.1048,184336.707,178552.9558,4733580.968,301621.4988,1233130.553,346354.43200000003,357434.6602,333129.4925,343775.44399999996,426685.4592,245120.8035,317218.4988,414535.3898,424838.2052,735424.6921,1092922.15,285571.5117,336093.6499,324859.6111,198170.9139,112189.5,18159.12732,5709336.745,990972.9623,1764857.717,1156973.037,4912678.205,1778192.259,1468027.504,797774.3257
1195,174.0551396,0.952692398,10,7,2,1,0,0,0,0,0,0,0,0.7,0.2,0.1,0.8125,8,0.8,C10H7NO2,0.995995996,1361667.8490000002,1779824.241,1729245.749,2034704.2680000002,5628514.365,6202794.691000001,8061189.272999999,8324095.596,8861093.576,9193040.504,6251879.312000001,6817581.969,2918838.0289999996,2798617.423,4355398.651000001,4185905.3589999997,2823315.296,2953355.9889999996,3699555.151,4064815.1789999995,2680087.418,2393707.606,4489481.953,5019045.527,3182557.2339999997,2563437.153,4603479.017,5219203.936000001,6800429.813999999,6652268.453,5452131.935,5592916.433999999,5192988.482,6988920.315,5589175.793,392655.4955,7529865.512,7688322.117000001,7889752.415,7361687.127,7412135.582,7128173.076,7883222.478999999,7757581.382
1201,179.0657936,4.327395228,7,15,1,0,1,1,0,0,0,0,0,2.142857143,0.142857143,0,0,1,0.142857143,C7H15OPS,0.9996997,839664.5257,742618.6467,894169.2654,1019026.22,1663582.624,1189770.456,1427596.601,2081438.8630000001,782460.1796,1458287.284,1156794.0420000001,1387452.7869999998,3779476.373,3349516.811,3279322.2989999996,3098325.775,2443983.262,1841172.315,3676418.1810000003,2977068.501,1331595.3909999998,772139.3567,1822628.0459999999,1576754.564,3384528.646,2779694.548,2253886.134,2398643.669,2960494.6569999997,3266509.952,2607310.833,2427712.326,2617564.022,2753338.6339999996,3326329.143,147832.2155,12500000,6454319.209,5234082.612,4106790.159,7451293.097999999,7516600.313999999,6566571.457,7280553.142999999
1202,179.1067427,4.526345119,11,14,2,0,0,0,0,0,0,0,0,1.272727273,0.181818182,0,0.4,5,0.454545455,C11H14O2,1,4429373.679,1811639.746,4734742.948,2004352.436,6858037.859,8819797.131000001,283000000,375000000,7238230.072000001,7979114.511,368000000,384000000,7901497.74,7372176.382999999,211000000,251000000,17600000,19800000,225000000,283000000,14500000,13100000,379000000,470000000,13200000,12500000,415000000,517000000,6966059.575,2716155.605,30000000,43600000,2495699.47,8792572.415,32400000,2370663.315,1711764.105,2097741.81,8779508.961000001,8550880.849,2227957.4790000003,3805211.213,9384823.829,9354826.706
1213,184.0969665,3.981099524,9,13,3,1,0,0,0,0,0,0,0,1.444444444,0.333333333,0.111111111,0.307692308,4,0.444444444,C9H13NO3,1,3347057.7430000002,3148026.557,3446028.547,3547049.5489999996,7796287.971,9232878.075,11700000,11600000,11200000,10400000,9505955.429,20500000,8087797.2639999995,7174552.271000001,5852720.731000001,6725845.866,17600000,15300000,19900000,11500000,12300000,9840823.95,12700000,11800000,13300000,12100000,15300000,14900000,5109450.613,5525675.715,4306471.1219999995,4354059.294,4717395.094,4886018.635,4796772.6,218389.7034,4595302.775,3588663.56,4659023.058999999,4100395.9280000003,4042124.1160000004,4344188.574,4401091.149,4659711.234
1224,191.1430531,11.30770877,13,18,1,0,0,0,0,0,0,0,0,1.384615385,0.076923077,0,0.36,5,0.384615385,C13H18O,1,313806.9537,451223.2432,369424.6239,243564.1043,1934015.427,113747.0466,287528.4781,968294.0279,582154.3673,891464.0255,926522.5949,324669.792,203363.0285,200472.5029,186477.6579,172567.6254,4338054.135,267545.8577,1184953.834,348518.0843,341106.7772,350587.2714,326941.5224,374979.0348,270454.5894,300463.837,453351.3523,451382.4668,651293.3758,1103108.635,497248.1954,346926.4749,300886.5718,191437.1394,111028.2606,29785.91281,5634812.324,1008519.458,1623176.572,1121876.861,4491842.897,1763341.5480000002,1466293.533,731176.6731
1234,195.0876379,3.228677509,10,12,3,1,0,0,0,0,0,0,0,1.2,0.3,0.1,0.466666667,5.5,0.55,C10H12NO3,1,985555.4551,1204562.611,1307849.101,1528293.36,1380309.03,1318181.245,1123391.7,1081575.918,959780.9952,1459014.3059999999,1298337.728,1477541.958,1292656.527,1448519.1230000001,987460.9536,971796.2736,1330191.257,998804.8126,2114280.499,985757.752,1166244.406,769439.4799,1072337.262,943552.2540000001,1457755.217,1052430.759,1210813.195,904607.7039,1840232.0590000001,1688559.0969999998,1044520.8570000001,1263723.31,1120425.225,1465824.7859999998,1097266.368,122301.9536,148000000,70500000,1024454.4659999999,1065419.115,2326514.206,2394075.3109999998,912000.8288,1157174.149
1244,197.10364619999999,0.624477934,8,12,2,4,0,0,0,0,0,0,0,1.5,0.25,0.5,0.666666667,5,0.625,C8H12N4O2,0.9997998,22300000,20100000,20000000,21800000,97000000,85700000,62400000,46400000,52400000,57900000,94500000,113000000,182000000,183000000,147000000,160000000,180000000,161000000,82500000,81700000,162000000,121000000,157000000,140000000,94800000,100000000,135000000,136000000,130000000,147000000,127000000,155000000,82700000,101000000,106000000,65231.794879999994,15500000,11500000,16900000,15400000,6686915.94,6997428.312999999,8035968.151000001,7206825.262999999
1259,201.0732538,2.108605725,7,14,5,0,0,0,0,0,0,0,0,2,0.714285714,0,0,1,0.142857143,C7H14O5,1,2454883.768,513358.153,422165.6923,247524.3433,11100000,12000000,14600000,20900000,10100000,7215610.324,14000000,19400000,8342408.921,5591499.824,10700000,8342585.885,4791371.217,6772558.496,16200000,13300000,5432018.365,4151839.155,9811016.556,9756611.371,8730987.056,8572682.471,16000000,11600000,3995409.4560000002,5735604.509,6076059.422,1920305.034,5785888.632,4590190.3,6050985.507,316493.1064,5019436.943,303873.1685,554490.6679,3125244.941,8261938.306,8477197.63,304140.0657,2979443.6810000003
1261,202.1802868,0.624215954,11,23,2,1,0,0,0,0,0,0,0,2.090909091,0.181818182,0.090909091,0,1,0.090909091,C11H23NO2,1,18500000,26200000,17000000,27500000,28700000,30300000,119000000,94400000,25000000,45300000,111000000,56800000,88800000,128000000,109000000,111000000,24700000,39200000,134000000,102000000,29600000,23900000,72800000,67700000,93600000,135000000,79300000,84900000,22300000,34100000,35700000,26100000,28100000,33500000,24800000,1126871.258,122000000,110000000,120000000,100000000,107000000,119000000,96200000,106000000
1262,202.1802718,0.840768468,11,23,2,1,0,0,0,0,0,0,0,2.090909091,0.181818182,0.090909091,0,1,0.090909091,C11H23NO2,1,9938555.992,14500000,8932752.492,14900000,21000000,26500000,42400000,37500000,14200000,29300000,39300000,36800000,33300000,61200000,46900000,46200000,15300000,26600000,53500000,153000000,18100000,22900000,29000000,31800000,38200000,50700000,33700000,32300000,17400000,20700000,22200000,23100000,15900000,18000000,15900000,5446081.745,45100000,50800000,47100000,33000000,38300000,40600000,35800000,39000000
1269,205.1224706,7.868352994,13,16,2,0,0,0,0,0,0,0,0,1.230769231,0.153846154,0,0.416666667,6,0.461538462,C13H16O2,1,1597466.824,872128.9040000001,1230152.4640000002,1388105.894,7255215.181,8281363.497,52400000,28500000,8352778.589,7417478.22,24200000,27900000,7192377.442000001,3991666.0069999998,32000000,35400000,9870955.286,6850443.659,46100000,46600000,10300000,2911909.8060000003,32200000,35100000,4128559.84,6177589.484,82200000,37000000,1657585.4619999998,3263682.685,6628638.993,6161562.29,2575587.258,2808970.8019999997,5493445.52,138795.4867,1535302.332,1228790.2340000002,4504529.166999999,934755.6098,1940127.021,2151137.668,2313778.3019999997,3951327.703
1280,207.1381126,9.97744591,13,18,2,0,0,0,0,0,0,0,0,1.384615385,0.153846154,0,0.333333333,5,0.384615385,C13H18O2,1,1141434.2659999998,1249589.2820000001,943965.0868,1291146.979,7702165.185,7484722.473999999,15600000,36200000,2559687.3540000003,1962737.8269999998,35500000,37000000,1371342.8080000002,1402975.2280000001,33900000,21100000,6757279.872,9941497.568,53800000,49300000,1672470.3380000002,3721858.4960000003,58400000,52400000,11600000,8699088.302000001,19900000,56000000,1953275.0159999998,3122787.1380000003,5692007.081,3678900.715,1845009.09,2080243.0359999998,6046136.7979999995,168196.3949,1152266.467,1071251.553,4028455.7339999997,1712058.24,1645705.6930000002,1698252.7040000001,3978099.9910000004,2528865.014
1305,213.1120703,3.176525407,9,18,4,0,0,0,0,0,0,0,0,2,0.444444444,0,0,1,0.111111111,C9H18O4,1,2169766.348,1713367.199,1591389.5869999998,2690589.5069999998,7032195.289,5036037.322,10300000,11800000,5017984.573,7683992.996,7818155.947000001,27800000,6131080.899,7925414.241,7796604.296,9073641.61,13300000,6466278.248,9161369.296,9866696.541000001,4808577.741,4075339.164,4850682.04,4513017.312,8585285.427000001,6037258.549,12400000,10500000,4242839.013,6384961.586,7608562.262999999,10600000,2692372.756,5087244.423,8510740.713,321504.3459,12200000,29200000,28000000,9265601.89,53000000,76500000,49700000,19900000
1307,213.1119954,6.903894056,9,14,3,3,0,0,0,0,0,0,0,1.555555556,0.333333333,0.333333333,0.333333333,4.5,0.5,C9H14N3O3,1,580188.0605,459841.3318,505653.1542,547390.1502,4724692.823,4603328.131,5456928.896000001,14400000,4470140.4,2676165.446,3865761.5530000003,15600000,65900000,34400000,63700000,50300000,9267336,10500000,64200000,81200000,9180632.962000001,6878562.555,12000000,6268465.545,68400000,52400000,26100000,10600000,22300000,23700000,25700000,5581917.538,28400000,23900000,30200000,938140.4262,16000000,2397856.339,1921542.1530000002,10300000,9567008.446,11600000,1487397.302,15500000
1344,221.1902328,9.482965145,15,24,1,0,0,0,0,0,0,0,0,1.6,0.066666667,0,0.24137931,4,0.266666667,C15H24O,1,902448.2057,613490.4609,376852.7743,414052.271,5866135.352000001,5264564.573,4987477.37,393662.5466,4536017.419,5651968.612000001,4418871.458000001,524229.6562,5137438.158,5023731.315,3644297.1139999996,3305714.231,9089195.052000001,4548936.481000001,1313979.662,3176736.5939999996,5523189.598999999,4720691.171,5289058.723,2883588.0930000003,6096910.505,5249840.215,4345410.936000001,513564.5503,8088156.538,5231870.415,2035206.8280000002,2045238.011,3630787.2539999997,5945020.613,2507456.885,106672.8841,2166354.123,3201532.771,2966580.435,1603056.132,3726829.403,2673137.025,3576052.284,1853301.3969999999
1356,224.1483771,2.105732349,9,21,5,1,0,0,0,0,0,0,0,2.333333333,0.555555556,0.111111111,0,0,0,C9H21NO5,0.982282282,2605878.2290000003,725567.1290000001,1241345.707,532961.9792,9283701.35,9527670.281,11000000,15600000,8036151.34,4784381.202,10600000,13600000,7284957.411,4257082.825,8662804.91,6483944.943,3773571.389,5458104.67,12300000,9641358.723,4369586.208000001,3666351.192,8084740.517999999,7835484.55,6907450.971,7128570.12,11700000,8627974.741,3716724.423,5506577.0479999995,4753023.876,755337.8609999999,5163275.068,3713170.854,4972973.791,331409.4769,3370414.057,217331.7342,178292.9897,1190057.603,2874522.479,3605498.3039999995,189928.454,2073499.7519999999
1360,225.0873181,3.038384156,10,12,4,2,0,0,0,0,0,0,0,1.2,0.4,0.2,0.5,6,0.6,C10H12N2O4,1,1541031.9230000002,1690029.255,1542045.657,1935786.304,32600000,45000000,23500000,15900000,31800000,45500000,29800000,17600000,36400000,44500000,11400000,30400000,58500000,43600000,17900000,19500000,51000000,39100000,34200000,35700000,39200000,35700000,10800000,18400000,16900000,15300000,13600000,18300000,9732351.822,13100000,13500000,452384.3687,3844925.098,3429910.433,5080453.755,4627148.047,3973645.6,3984873.1210000003,4512061.856000001,4246549.853
1389,231.1380819,8.736818069,15,18,2,0,0,0,0,0,0,0,0,1.2,0.133333333,0,0.428571429,7,0.466666667,C15H18O2,1,1175292.389,1429583.324,1402493.868,1419165.216,1432825.427,2590144.809,30600000,13700000,1866559.12,1657079.23,10100000,20600000,2166966.716,1330844.929,9413241.037999999,4387771.813,4590813.109,2090553.999,4355014.151000001,5094052.884,4270410.768,2464887.474,7263999.993,10300000,1638957.6809999999,2095520.55,13100000,9510330.043,2016663.2040000001,2140525.7,1577039.304,1707743.635,1081523.396,1309381.991,1866034.385,38373.57124,958143.7207,960243.8081,1162787.9170000001,1090544.118,1501374.5669999998,1144483.663,1189772.385,1405691.619
1391,232.1180071,3.796938153,10,17,5,1,0,0,0,0,0,0,0,1.7,0.5,0.1,0,3,0.3,C10H17NO5,1,1162002.501,1191073.462,1526358.195,1564814.745,1921332.374,1741308.5359999998,5519779.084,11500000,1715823.2480000001,1270600.871,6709120.255,17200000,2059562.576,1349707.9980000001,5673785.757999999,1877827.842,1813035.739,1673168.9530000002,7895028.988,7067406.472999999,1657303.122,1336770.21,2707328.49,2357415.531,1951185.24,1362983.39,11600000,7164064.177,2250175.538,1955126.5980000002,1588825.4209999999,1019570.454,1433349.97,1588926.9419999998,1458423.8390000002,118192.839,1053678.817,1027135.1340000001,1003235.733,724466.6643,1272853.623,1202180.654,1416631.711,1116920.621
